name,height,reach,stance,dob,url
Aisling Daly,"5' 2""","64""",,"Dec 24, 1987",http://ufcstats.com/fighter-details/e50cd77732d39967
Ericka Almeida,"5' 6""","68""",,"Mar 05, 1989",http://ufcstats.com/fighter-details/67a992d4cff22466
Cathal Pendred,"6' 1""","75""",Orthodox,"Sep 02, 1987",http://ufcstats.com/fighter-details/99c7610aa74995d3
Bubba Bush,"6' 0""","73""",Orthodox,"Jul 24, 1985",http://ufcstats.com/fighter-details/132505067f08c54d
Ruslan Magomedov,"6' 3""","78""",Orthodox,"Nov 26, 1986",http://ufcstats.com/fighter-details/369e1ce458ef50a6
Shawn Jordan,"6' 0""","75""",Southpaw,"Oct 21, 1984",http://ufcstats.com/fighter-details/ca2efc9d7d523c43
Francisco Trevino,"5' 9""","70""",Orthodox,"Dec 17, 1981",http://ufcstats.com/fighter-details/97a6bbe6e6566a94
Chris Cariaso,"5' 3""","63""",Southpaw,"May 27, 1981",http://ufcstats.com/fighter-details/b2e3aca4cd363477
Chico Camus,"5' 6""","66""",Orthodox,"Jan 26, 1985",http://ufcstats.com/fighter-details/32be4b7f7de1c905
George Roop,"6' 1""","72""",Orthodox,"Nov 10, 1981",http://ufcstats.com/fighter-details/3c0437fbeda06962
Katsunori Kikuno,"5' 8""","66""",Orthodox,"Oct 31, 1981",http://ufcstats.com/fighter-details/44470bfd9483c7ad
Naoyuki Kotani,"5' 8""","66""",Southpaw,"Dec 08, 1981",http://ufcstats.com/fighter-details/bc8f6b42767e28df
Roger Zapata,"5' 11""","74""",Southpaw,"May 09, 1986",http://ufcstats.com/fighter-details/fe5ca7ef93c3f6a7
Clay Collard,"5' 11""","73""",Orthodox,"Mar 10, 1993",http://ufcstats.com/fighter-details/cc900c6a71ed23f3
Ron Stallings,"6' 2""","75""",Southpaw,"Jan 25, 1983",http://ufcstats.com/fighter-details/6dd758d34da8d254
Nazareno Malegarie,"5' 8""","70""",,"May 16, 1986",http://ufcstats.com/fighter-details/d38e8c6ae2dfc051
Sam Stout,"5' 9""","70""",Orthodox,"Apr 23, 1984",http://ufcstats.com/fighter-details/501b07aec9b8fc2d
Yves Jabouin,"5' 7""","68""",Orthodox,"May 30, 1979",http://ufcstats.com/fighter-details/b4eeac608fc82f88
Elias Silverio,"5' 11""","73""",Orthodox,"Sep 22, 1986",http://ufcstats.com/fighter-details/52ba464d9068d871
Tom Watson,"6' 1""","73""",Orthodox,"Jul 13, 1982",http://ufcstats.com/fighter-details/6809c31286b08d97
Sirwan Kakai,"5' 5""","66""",Orthodox,"Oct 03, 1989",http://ufcstats.com/fighter-details/2525a853486ee670
Roman Salazar,"5' 7""","67""",Orthodox,"Feb 21, 1988",http://ufcstats.com/fighter-details/72c4b253d2f5ebf2
Anthony Christodoulou,"5' 9""","72""",Orthodox,"Jul 30, 1987",http://ufcstats.com/fighter-details/4f11e9ce318ffbcb
Minotauro Nogueira,"6' 3""","77""",Orthodox,"Jun 02, 1976",http://ufcstats.com/fighter-details/ee9d73f4fee9cbdd
Soa Palelei,"6' 4""","81""",Orthodox,"Jul 12, 1977",http://ufcstats.com/fighter-details/60029bcf496bd707
Hugo Viana,"5' 6""","67""",Orthodox,"Sep 26, 1982",http://ufcstats.com/fighter-details/f95381efb3051d81
Ramsey Nijem,"5' 11""","75""",Orthodox,"Apr 01, 1988",http://ufcstats.com/fighter-details/22aa91e402d0fe1f
Jessamyn Duke,"5' 11""","73""",,"Jun 24, 1986",http://ufcstats.com/fighter-details/a7ddae0be8b78147
Ivan Jorge,"5' 9""","73""",Orthodox,"Nov 07, 1980",http://ufcstats.com/fighter-details/19db7ac26308178f
Pawel Pawlak,"6' 0""","73""",Orthodox,"Feb 08, 1989",http://ufcstats.com/fighter-details/9310418684bc896f
Leonardo Mafra,"5' 10""","70""",Orthodox,"Apr 25, 1989",http://ufcstats.com/fighter-details/8bbc0cfc01bc1ba1
Vaughan Lee,"5' 6""","66""",Orthodox,"Oct 15, 1982",http://ufcstats.com/fighter-details/8bb6f4479685bbcc
Hans Stringer,"6' 3""","73""",Orthodox,"Jul 06, 1987",http://ufcstats.com/fighter-details/523f6ad11dbe9b53
Paul Redmond,"5' 10""","70""",Orthodox,"Oct 20, 1986",http://ufcstats.com/fighter-details/3f56b99447f00607
Marcus Brimage,"5' 4""","71""",Southpaw,"Apr 06, 1985",http://ufcstats.com/fighter-details/81801f57bd0a7c41
Todd Duffee,"6' 3""","79""",Orthodox,"Dec 06, 1985",http://ufcstats.com/fighter-details/bda04c573563cc2e
Josh Thomson,"5' 10""","71""",Orthodox,"Sep 21, 1978",http://ufcstats.com/fighter-details/a566371ba2ad7152
Igor Araujo,"6' 1""","77""",Orthodox,"Dec 06, 1980",http://ufcstats.com/fighter-details/dbea8c1cb327ab3d
Ildemar Alcantara,"6' 2""","78""",Orthodox,"Nov 18, 1982",http://ufcstats.com/fighter-details/7c6e87729e824ef4
Andrew Craig,"6' 1""","76""",Orthodox,"Jan 15, 1986",http://ufcstats.com/fighter-details/8a70ceb3edbe757b
Dan Miller,"6' 1""","74""",Orthodox,"Jun 30, 1981",http://ufcstats.com/fighter-details/d0c29452d3272603
Darrell Montague,"5' 6""","67""",Southpaw,"Nov 03, 1987",http://ufcstats.com/fighter-details/bffeb123b21c9aad
Mike Swick,"6' 1""","77""",Orthodox,"Jun 19, 1979",http://ufcstats.com/fighter-details/9fe85152f351e737
Yosdenis Cedeno,"5' 8""","69""",Orthodox,"Feb 12, 1985",http://ufcstats.com/fighter-details/3e61082025db8137
Eddie Gordon,"6' 0""","76""",Orthodox,"Jul 22, 1983",http://ufcstats.com/fighter-details/8cad40a75e5c97f5
Joe Merritt,"6' 0""","73""",Orthodox,"Mar 07, 1984",http://ufcstats.com/fighter-details/e82d5f54daa85a7e
Lewis Gonzalez,"5' 10""","73""",Orthodox,"Sep 19, 1987",http://ufcstats.com/fighter-details/2ff2e6e5abea3e53
Alan Omer,"5' 10""","71""",Orthodox,"Sep 14, 1988",http://ufcstats.com/fighter-details/f2ad06f1007c481a
Niklas Backstrom,"6' 1""","74""",Orthodox,"Aug 22, 1989",http://ufcstats.com/fighter-details/39cc64bf0a269db9
Antonio Dos Santos,"5' 10""","72""",Orthodox,"Jul 21, 1988",http://ufcstats.com/fighter-details/81b8b3fb019dc69d
Brian Ebersole,"6' 0""","73""",Southpaw,"Nov 27, 1980",http://ufcstats.com/fighter-details/32ba186f4b0e3267
Justin Edwards,"5' 10""","70""",Orthodox,"Jan 26, 1983",http://ufcstats.com/fighter-details/e56daf7725a0b5ab
Ricardo Abreu,"5' 11""","73""",Orthodox,"Apr 27, 1984",http://ufcstats.com/fighter-details/aa6e591c2a2cdecd
Leonardo Morales,"5' 8""","68""",Southpaw,"Dec 22, 1992",http://ufcstats.com/fighter-details/45230be0641f3f53
Ryan Jimmo,"6' 1""","73""",Orthodox,"Nov 27, 1981",http://ufcstats.com/fighter-details/bc3ec52ef70fc155
Wendell Oliveira,"5' 10""","72""",Orthodox,"Jun 01, 1983",http://ufcstats.com/fighter-details/32c03df3c9760069
Luiz Dutra,"5' 11""","71""",Orthodox,"May 06, 1982",http://ufcstats.com/fighter-details/2153a7f8396a46cc
Joshua Sampo,"5' 4""","64""",Orthodox,"Jul 24, 1984",http://ufcstats.com/fighter-details/f65dcb22dada2223
Costas Philippou,"5' 11""","73""",Orthodox,"Nov 29, 1979",http://ufcstats.com/fighter-details/05560764359161e4
Mark Munoz,"6' 0""","72""",Orthodox,"Feb 09, 1978",http://ufcstats.com/fighter-details/179f1948dc234f1f
Luke Barnatt,"6' 6""","77""",Orthodox,"Apr 13, 1988",http://ufcstats.com/fighter-details/172c2135e70f87b7
Zhang Lipeng,"5' 11""","71""",Southpaw,"Mar 10, 1990",http://ufcstats.com/fighter-details/7b310409440c9102
Royston Wee,"5' 7""","67""",Orthodox,"Nov 15, 1986",http://ufcstats.com/fighter-details/b9c03e7a4557e542
Roldan Sangcha-an,"5' 4""","65""",Orthodox,"Dec 04, 1990",http://ufcstats.com/fighter-details/57887765f831e228
Nolan Ticman,"5' 6""","69""",Orthodox,"May 17, 1988",http://ufcstats.com/fighter-details/9eb069062a0cfc13
Hatsu Hioki,"5' 11""","70""",Orthodox,"Jul 18, 1983",http://ufcstats.com/fighter-details/ef7fa30364cbe7f2
Lisa Ellis,"5' 4""","62""",,"Nov 15, 1982",http://ufcstats.com/fighter-details/77350fd0e6d1dba8
Dylan Andrews,"6' 1""","73""",Switch,"Nov 15, 1979",http://ufcstats.com/fighter-details/00debc804e2b1cd4
Vik Grujic,"5' 11""","73""",Orthodox,"Feb 06, 1977",http://ufcstats.com/fighter-details/1e7483dbff40b84b
Alptekin Ozkilic,"5' 5""","65""",Orthodox,"Mar 27, 1986",http://ufcstats.com/fighter-details/e18a19001a3f7c7d
Rampage Jackson,"6' 1""","73""",Orthodox,"Jun 20, 1978",http://ufcstats.com/fighter-details/ffc088e64fab57e9
David Michaud,"5' 9""","72""",Orthodox,"Nov 10, 1988",http://ufcstats.com/fighter-details/49f4b511932f71e9
Chris Clements,"5' 10""","70""",Orthodox,"Feb 09, 1976",http://ufcstats.com/fighter-details/e5ecaf884b6da2bc
Jessica Rakoczy,"5' 7""","68""",Orthodox,"Apr 14, 1977",http://ufcstats.com/fighter-details/ffdeb4fbea09ce75
Jimy Hettes,"5' 9""","71""",Southpaw,"Jun 09, 1987",http://ufcstats.com/fighter-details/893d51aaf024eddd
Mirko Cro Cop,"6' 2""","73""",Southpaw,"Sep 10, 1974",http://ufcstats.com/fighter-details/c32fb8c0f6471a4d
Seth Baczynski,"6' 3""","74""",Orthodox,"Oct 26, 1981",http://ufcstats.com/fighter-details/fd5b6598a3b70c0a
Izabela Badurek,"5' 5""",--,Orthodox,"Jul 11, 1991",http://ufcstats.com/fighter-details/4fcf6e0c4e0e6664
Marcin Bandel,"5' 10""","70""",Orthodox,"Oct 10, 1989",http://ufcstats.com/fighter-details/5c2ce761399dc9c5
Rocky Lee,"5' 9""","68""",Orthodox,"Apr 08, 1987",http://ufcstats.com/fighter-details/0d1c163b206e8c5f
Robert Peralta,"5' 8""","71""",Orthodox,"Mar 14, 1986",http://ufcstats.com/fighter-details/960d6cae8879ba2b
Justin Jones,"5' 11""","78""",Orthodox,"Sep 06, 1987",http://ufcstats.com/fighter-details/9b75954db8db2a08
Josh Koscheck,"5' 10""","73""",Orthodox,"Nov 30, 1977",http://ufcstats.com/fighter-details/dd37fd509af89f15
Shayna Baszler,"5' 7""","67""",Orthodox,"Aug 08, 1980",http://ufcstats.com/fighter-details/8ef4a91ac694b7ce
Cain Carrizosa,"5' 8""","74""",Orthodox,"Jul 22, 1986",http://ufcstats.com/fighter-details/064b7dc68d786254
Jorge de Oliveira,"5' 8""","71""",Orthodox,"Jan 22, 1980",http://ufcstats.com/fighter-details/ddf3e0ea10ea6d8c
Bentley Syler,"5' 4""","68""",Orthodox,"Dec 22, 1982",http://ufcstats.com/fighter-details/abd2109bc4cb0291
Roger Narvaez,"6' 3""","79""",Southpaw,"Sep 09, 1983",http://ufcstats.com/fighter-details/3a12a2f096a6d975
Josh Copeland,"6' 1""","75""",Orthodox,"Oct 20, 1982",http://ufcstats.com/fighter-details/3aa794cbe1e3484b
Jake Lindsey,"5' 11""","71""",Switch,"Jun 21, 1986",http://ufcstats.com/fighter-details/33e00249ef08d3a4
Larissa Pacheco,"5' 7""","69""",Orthodox,"Sep 07, 1994",http://ufcstats.com/fighter-details/16b89be2f5c16fba
Norifumi Yamamoto,"5' 4""","66""",Southpaw,"Mar 15, 1977",http://ufcstats.com/fighter-details/4834ff149dc9542a
Ruan Potts,"6' 2""","75""",Orthodox,"Feb 23, 1978",http://ufcstats.com/fighter-details/7e208569469c8bc8
Alex Torres,"5' 10""","70""",Orthodox,"May 29, 1988",http://ufcstats.com/fighter-details/e4e0f310b3cf23a8
William Patolino,"5' 11""","75""",Orthodox,"Jul 01, 1991",http://ufcstats.com/fighter-details/ed74afc8b5b47a61
Cody Gibson,"5' 10""","71""",Orthodox,"Sep 11, 1987",http://ufcstats.com/fighter-details/700a674c042b7a96
Josh Shockley,"6' 1""","74""",Orthodox,"Nov 15, 1989",http://ufcstats.com/fighter-details/1d36f1ac66cf689d
Patrick Walsh,"5' 11""","71""",,"Nov 28, 1988",http://ufcstats.com/fighter-details/b4c96c3d9139bf0e
Rodrigo de Lima,"5' 7""","75""",Orthodox,"Mar 12, 1991",http://ufcstats.com/fighter-details/a4dc47001f202bcd
Nick Diaz,"6' 1""","76""",Southpaw,"Aug 02, 1983",http://ufcstats.com/fighter-details/f57a8a52ca401ed9
Ian McCall,"5' 5""","64""",Orthodox,"May 07, 1984",http://ufcstats.com/fighter-details/701e057d63c124d9
Richardson Moreira,"6' 2""","72""",Orthodox,"Mar 31, 1984",http://ufcstats.com/fighter-details/9147679e1a4ad4a3
Andy Enz,"6' 3""","78""",Orthodox,"Aug 15, 1991",http://ufcstats.com/fighter-details/993d385f5a475375
Phil Davis,"6' 2""","79""",Orthodox,"Sep 25, 1984",http://ufcstats.com/fighter-details/902ab9197b83d0db
Akira Corassani,"5' 8""","68""",Orthodox,"Aug 27, 1982",http://ufcstats.com/fighter-details/3f52ce18fb98008f
Andy Ogle,"5' 8""","69""",Orthodox,"Feb 16, 1989",http://ufcstats.com/fighter-details/b6c4451cb13c9303
Stanislav Nedkov,"5' 11""","71""",Orthodox,"Dec 09, 1981",http://ufcstats.com/fighter-details/1d4bbaabd8b60173
Shane Howell,"5' 8""","69""",Orthodox,"Nov 28, 1983",http://ufcstats.com/fighter-details/a7de976620f2ed13
Sean Soriano,"5' 9""","70""",Orthodox,"Oct 06, 1989",http://ufcstats.com/fighter-details/bd5403efbaa445c0
Matt Van Buren,"6' 5""","76""",,"Jun 12, 1986",http://ufcstats.com/fighter-details/7b39035fae7268b8
Tateki Matsuda,"5' 7""","65""",Orthodox,"Feb 27, 1986",http://ufcstats.com/fighter-details/3a524c6700addc24
Louis Gaudinot,"5' 3""","63""",Orthodox,"Aug 28, 1984",http://ufcstats.com/fighter-details/b72a60a0cadff408
Rodrigo Damm,"5' 7""","71""",Orthodox,"Feb 03, 1980",http://ufcstats.com/fighter-details/a20d7dfaba74c067
Mats Nilsson,"6' 1""","74""",Orthodox,"Dec 05, 1983",http://ufcstats.com/fighter-details/a9bcf8717dd12532
Alexis Dufresne,"5' 9""","68""",Orthodox,"Aug 31, 1990",http://ufcstats.com/fighter-details/4ae4049426e0161d
Mike Rhodes,"6' 1""","74""",Orthodox,"Dec 04, 1989",http://ufcstats.com/fighter-details/b7ad576b8ae115e6
Tom Niinimaki,"5' 9""","69""",Orthodox,"Jul 25, 1982",http://ufcstats.com/fighter-details/5fceb45939fc0c8a
Jamie Varner,"5' 8""","72""",Orthodox,"Oct 12, 1984",http://ufcstats.com/fighter-details/a54fc2d6fc224dc3
Joe Ellenberger,"5' 9""","72""",Orthodox,"Mar 28, 1985",http://ufcstats.com/fighter-details/8e8e4487c621aa1c
Garett Whiteley,"6' 0""","72""",Orthodox,"Dec 13, 1980",http://ufcstats.com/fighter-details/129537073431e52e
Dustin Kimura,"5' 7""","71""",Orthodox,"May 21, 1989",http://ufcstats.com/fighter-details/fe91d254db77a7fc
Brendan Schaub,"6' 4""","78""",Orthodox,"Mar 18, 1983",http://ufcstats.com/fighter-details/89a407032911e27e
Matt Hobar,"5' 10""","70""",Southpaw,"Jan 07, 1987",http://ufcstats.com/fighter-details/b57edace7b647f07
Matt Wiman,"5' 10""","68""",Orthodox,"Sep 19, 1983",http://ufcstats.com/fighter-details/eb29176b03dfa888
Isaac Vallie-Flagg,"5' 8""","68""",Orthodox,"Apr 08, 1978",http://ufcstats.com/fighter-details/c295de4e10acd4c9
Yves Edwards,"5' 9""","73""",Southpaw,"Sep 30, 1976",http://ufcstats.com/fighter-details/5f04e3d58d9ce982
Juan Puig,"5' 9""","72""",Orthodox,"Apr 23, 1989",http://ufcstats.com/fighter-details/85d0fafb8b75d634
Chris Heatherly,"5' 9""","68""",Orthodox,"Nov 24, 1987",http://ufcstats.com/fighter-details/bad8be5827ea1bf1
Humberto Brown,"5' 10""","71""",,"Nov 03, 1984",http://ufcstats.com/fighter-details/e9e7e1c8ff289e1b
Rodolfo Rubio,"5' 5""","66""",Orthodox,"Jan 29, 1987",http://ufcstats.com/fighter-details/c4731f43693b96b8
Charlie Brenneman,"5' 10""","72""",Orthodox,"Feb 09, 1981",http://ufcstats.com/fighter-details/98f6da59d765ec94
Tim Gorman,"5' 5""","68""",Southpaw,"Apr 29, 1983",http://ufcstats.com/fighter-details/c10eb2f12c489f6d
Wagner Silva,"6' 0""","71""",Orthodox,"Feb 07, 1987",http://ufcstats.com/fighter-details/fb79582c410d049e
Vagner Rocha,"5' 10""","73""",Orthodox,"Jun 06, 1982",http://ufcstats.com/fighter-details/d403b1a6f278c95e
Guto Inocente,"6' 3""","77""",Orthodox,"May 29, 1986",http://ufcstats.com/fighter-details/e7fe5315b1efeb92
Luke Zachrich,"6' 2""","74""",Orthodox,"Dec 19, 1981",http://ufcstats.com/fighter-details/2284092f8b63273b
Jumabieke Tuerxun,"5' 7""","67""",Orthodox,"Apr 17, 1986",http://ufcstats.com/fighter-details/1ed32eaaba9ffe10
Fabricio Camoes,"5' 10""","73""",Orthodox,"Dec 23, 1978",http://ufcstats.com/fighter-details/7abe471b61725980
Bruno Santos,"5' 9""","69""",Orthodox,"Jul 17, 1987",http://ufcstats.com/fighter-details/da1d8d76404bb6b5
Anthony Njokuani,"6' 1""","75""",Orthodox,"Mar 01, 1980",http://ufcstats.com/fighter-details/6bf5a7d3e081ade2
Tor Troeng,"6' 2""","77""",Orthodox,"Jan 25, 1983",http://ufcstats.com/fighter-details/8abf70f79e9e27c2
Ernest Chavez,"5' 8""","70""",Orthodox,"Jun 27, 1983",http://ufcstats.com/fighter-details/b406da701c479076
Amir Sadollah,"5' 10""","74""",Orthodox,"Aug 27, 1980",http://ufcstats.com/fighter-details/2650e2f846a30f64
Takenori Sato,"5' 10""","71""",Southpaw,"Jun 08, 1985",http://ufcstats.com/fighter-details/276c60b14b571dd4
Kazuki Tokudome,"5' 11""","73""",Southpaw,"Mar 04, 1987",http://ufcstats.com/fighter-details/c4af2feb4b58bc3b
Dashon Johnson,"5' 7""","70""",Orthodox,"Jan 25, 1988",http://ufcstats.com/fighter-details/36207c58e854cae5
Paulo Thiago,"5' 11""","73""",Orthodox,"Jan 25, 1981",http://ufcstats.com/fighter-details/30a09e43f15f1d75
Johnny Bedford,"5' 10""","71""",Orthodox,"Jan 06, 1983",http://ufcstats.com/fighter-details/ffc3e6daaa6da0b7
Francis Carmont,"6' 3""","78""",Orthodox,"Oct 11, 1981",http://ufcstats.com/fighter-details/3591d0d5d382a381
Aaron Phillips,"5' 9""","70""",Southpaw,"Aug 05, 1989",http://ufcstats.com/fighter-details/34c2b3656f88f7ef
Cung Le,"5' 9""","69""",Southpaw,"May 25, 1972",http://ufcstats.com/fighter-details/d4f364dd076bb0e2
Jianping Yang,"5' 7""","65""",Orthodox,"Nov 27, 1988",http://ufcstats.com/fighter-details/d3c554d6e11fc9d6
Sai Wang,"6' 0""","72""",Southpaw,"Jan 14, 1986",http://ufcstats.com/fighter-details/efb9a43415a56d34
Danny Mitchell,"6' 2""","74""",Orthodox,"Aug 08, 1986",http://ufcstats.com/fighter-details/c06d554ce1713fd3
Roland Delorme,"5' 9""","71""",Orthodox,"Dec 18, 1983",http://ufcstats.com/fighter-details/173acb3f920082b8
An Ying Wang,"6' 0""",--,Orthodox,"Apr 04, 1991",http://ufcstats.com/fighter-details/69e8c632135af48b
Jack May,"6' 8""","79""",Switch,"Apr 14, 1981",http://ufcstats.com/fighter-details/2c6e81426dd7573c
Kyle Kingsbury,"6' 4""","76""",Orthodox,"Mar 22, 1982",http://ufcstats.com/fighter-details/b959e8c7fd8390d2
Hernani Perpetuo,"6' 0""","74""",Orthodox,"May 24, 1985",http://ufcstats.com/fighter-details/575360be653ad6a6
Steven Siler,"5' 11""","70""",Orthodox,"Feb 15, 1987",http://ufcstats.com/fighter-details/d188a3b817860ec6
Phil Harris,"5' 4""","64""",Orthodox,"Sep 04, 1983",http://ufcstats.com/fighter-details/ba043b03eb799063
Mike King,"6' 3""","75""",,"Aug 04, 1983",http://ufcstats.com/fighter-details/564c2f5f9eb45d67
Cody Donovan,"6' 3""","74""",Orthodox,"Feb 20, 1981",http://ufcstats.com/fighter-details/7bc96507e4b38d3b
Pat Healy,"6' 0""","74""",Orthodox,"Jul 20, 1983",http://ufcstats.com/fighter-details/50d2f0018bcf9eef
Tina Lahdemaki,"5' 2""","62""",Orthodox,"May 28, 1988",http://ufcstats.com/fighter-details/e5ca2bc2451a5956
Jesse Ronson,"5' 10""","72""",Southpaw,"Dec 24, 1985",http://ufcstats.com/fighter-details/5580771f383e141f
Daniel Spohn,"6' 4""","79""",Southpaw,"Oct 12, 1984",http://ufcstats.com/fighter-details/87f3bbf52e6c9dc9
Robert Drysdale,"6' 3""","78""",Orthodox,"Oct 05, 1981",http://ufcstats.com/fighter-details/d2a9be6bf2de624c
Guilherme Vasconcelos,"6' 0""","74""",Orthodox,"Mar 23, 1986",http://ufcstats.com/fighter-details/d6d5da3c209884bc
Colton Smith,"6' 0""","71""",Orthodox,"Aug 14, 1987",http://ufcstats.com/fighter-details/2e25c1d983c26311
Chris Indich,"5' 10""","73""",,"Apr 22, 1987",http://ufcstats.com/fighter-details/d5b7fac960e58920
Mike Easton,"5' 6""","70""",Southpaw,"Jan 25, 1984",http://ufcstats.com/fighter-details/bc7230f231701d66
Jason High,"5' 8""","71""",Southpaw,"Oct 12, 1981",http://ufcstats.com/fighter-details/e5d03e4d966126bd
Lance Benoist,"5' 11""","73""",Southpaw,"Aug 26, 1988",http://ufcstats.com/fighter-details/5431dccc09118234
Bobby Voelker,"6' 0""","75""",Orthodox,"Apr 26, 1979",http://ufcstats.com/fighter-details/fb8a3025ae722e64
Chris Holdsworth,"5' 11""","71""",,"Oct 24, 1987",http://ufcstats.com/fighter-details/fc60ecf0671b9489
Ben Wall,"5' 10""","73""",Orthodox,"Mar 25, 1989",http://ufcstats.com/fighter-details/1ad381c8994c4e5b
Anthony Lapsley,"5' 9""","71""",Southpaw,"Feb 13, 1980",http://ufcstats.com/fighter-details/f3a853544e4413c4
Estevan Payan,"5' 10""","72""",Orthodox,"Mar 14, 1982",http://ufcstats.com/fighter-details/d0a5ef38a7778ac2
Mark Bocek,"5' 8""","75""",Orthodox,"Oct 24, 1981",http://ufcstats.com/fighter-details/cf9d24e4bd0cf2ce
Ronny Markes,"6' 1""","75""",Orthodox,"Apr 21, 1988",http://ufcstats.com/fighter-details/bd21a1e3d41c97ee
Thiago Perpetuo,"5' 10""","71""",Orthodox,"Dec 14, 1987",http://ufcstats.com/fighter-details/c1a5d3843596df92
Jake Shields,"6' 0""","72""",Orthodox,"Jan 09, 1979",http://ufcstats.com/fighter-details/fe435e440b5de0ff
Renee Forte,"5' 7""","71""",Orthodox,"Mar 27, 1987",http://ufcstats.com/fighter-details/44bc27bfa76dcd9e
Will Campuzano,"5' 9""","70""",Orthodox,"May 27, 1986",http://ufcstats.com/fighter-details/901cddcbfa079097
Bubba McDaniel,"6' 3""","75""",Southpaw,"May 03, 1983",http://ufcstats.com/fighter-details/5cafbc97dba2e797
Daniel Pineda,"5' 7""","69""",Orthodox,"Aug 06, 1985",http://ufcstats.com/fighter-details/361d49960a196976
Melvin Guillard,"5' 9""","68""",Orthodox,"Mar 30, 1983",http://ufcstats.com/fighter-details/ccd1299e0345e0ce
Cyrille Diabate,"6' 6""","81""",Southpaw,"Oct 06, 1973",http://ufcstats.com/fighter-details/43563a32c3f10e95
John Hathaway,"6' 1""","75""",Orthodox,"Jul 23, 1987",http://ufcstats.com/fighter-details/28f3c2258a1d8874
Ivan Menjivar,"5' 6""","64""",Orthodox,"May 30, 1982",http://ufcstats.com/fighter-details/5755960ebd0b16f6
Nam Phan,"5' 6""","70""",Orthodox,"Mar 13, 1983",http://ufcstats.com/fighter-details/80dbeb1dd5b53e64
Albert Cheng,"5' 11""",--,Orthodox,"Feb 07, 1985",http://ufcstats.com/fighter-details/d8d7b24d276c8cb0
TJ Waldburger,"5' 11""","75""",Orthodox,"Apr 25, 1988",http://ufcstats.com/fighter-details/8f2939f5fd9cca1e
Rafaello Oliveira,"5' 8""","71""",Orthodox,"Jan 26, 1982",http://ufcstats.com/fighter-details/15b1b21cd743d652
Cristiano Marcello,"5' 9""","72""",Orthodox,"Dec 03, 1977",http://ufcstats.com/fighter-details/ff4c3ab594c7fac3
Nick Catone,"6' 0""","72""",Southpaw,"Sep 01, 1981",http://ufcstats.com/fighter-details/f8fe2053d73d7bcf
Junior Hernandez,"5' 9""","69""",Orthodox,"Jul 22, 1986",http://ufcstats.com/fighter-details/915c8d39d4a0e7d1
Mike Rio,"5' 10""","71""",Orthodox,"Jul 06, 1981",http://ufcstats.com/fighter-details/af90b10c785ced3e
Brian Houston,"6' 2""","78""",Orthodox,"Apr 26, 1981",http://ufcstats.com/fighter-details/36fbaa49a09ff997
Shunichi Shimizu,"5' 5""","66""",Orthodox,"Jan 31, 1985",http://ufcstats.com/fighter-details/10657c60ce349e0f
Will Chope,"6' 4""","76""",Switch,"Sep 08, 1990",http://ufcstats.com/fighter-details/db5dc7cb80d7d418
Quinn Mulhern,"6' 3""","76""",Orthodox,"Sep 20, 1984",http://ufcstats.com/fighter-details/16af2d5a6f28bee2
Dave Galera,"5' 11""",--,Orthodox,"Jan 12, 1978",http://ufcstats.com/fighter-details/0876d21328cf4a45
Chris Leben,"5' 11""","74""",Southpaw,"Jul 21, 1980",http://ufcstats.com/fighter-details/d43a048a880efdff
Mac Danzig,"5' 8""","70""",Orthodox,"Jan 02, 1980",http://ufcstats.com/fighter-details/86f582852a5b240a
Cody McKenzie,"6' 0""","72""",Switch,"Dec 16, 1987",http://ufcstats.com/fighter-details/7be63795363029e8
Roger Bowling,"5' 9""","68""",Orthodox,"Dec 05, 1982",http://ufcstats.com/fighter-details/3b9f723e2720a238
Darren Uyenoyama,"5' 6""","64""",Orthodox,"Oct 15, 1979",http://ufcstats.com/fighter-details/6546af7ab545b90c
Pat Barry,"5' 11""","74""",Orthodox,"Jul 07, 1979",http://ufcstats.com/fighter-details/658c3465581ae46b
Julie Kedzie,"5' 5""","64""",Orthodox,"Mar 18, 1981",http://ufcstats.com/fighter-details/981ab7a0576f76a0
Nick Ring,"6' 0""","74""",Southpaw,"Feb 10, 1979",http://ufcstats.com/fighter-details/b13da0b1a3aed3e7
Peggy Morgan,"6' 1""","70""",,"Dec 16, 1979",http://ufcstats.com/fighter-details/92b36014314b028b
Chael Sonnen,"6' 1""","74""",Southpaw,"Apr 03, 1977",http://ufcstats.com/fighter-details/48d1f690b763934c
Edwin Figueroa,"5' 7""","69""",Orthodox,"Jul 31, 1984",http://ufcstats.com/fighter-details/bbfca6d5c27d9cd8
Jose Maria,"5' 5""",--,Orthodox,"Jan 04, 1982",http://ufcstats.com/fighter-details/b35ba64b6a2bbcb3
Alessio Sakara,"6' 0""","72""",Orthodox,"Sep 02, 1981",http://ufcstats.com/fighter-details/7f955f71fa2ce7ac
Rosi Sexton,"5' 3""","63""",Orthodox,"Jul 16, 1977",http://ufcstats.com/fighter-details/5dfe71ade71f3a4b
Michael Kuiper,"6' 0""","73""",Orthodox,"Jun 07, 1989",http://ufcstats.com/fighter-details/b7f38813485745da
George Sotiropoulos,"5' 10""","71""",Orthodox,"Jul 09, 1977",http://ufcstats.com/fighter-details/896c322f56b8be5a
Adlan Amagov,"6' 2""","76""",Orthodox,"Oct 30, 1986",http://ufcstats.com/fighter-details/1e327b281ef6a745
